initial_latitude_deg,initial_longitude_deg,sounding_m,min_depth_m,max_depth_m,pres,temp,trans,fluo,sal,dens,svan,n2,sigt,theta,sigthe,freez_t,o2,p_h,no3,par,s_par,x18,cdomv,transect
70.7524,-137.8941,1514.0,3.02,1511.84,3.0,-0.61,88.72,0.04,26.246,21.07,671.0,,21.058000000000003,-0.61,21.058000000000003,-1.43,8.719,,0.6629999999999999,95.915,183.62,,0.07200000000000001,500.0
70.7524,-137.8941,1514.0,3.02,1511.84,4.0,-0.53,88.54,0.03,26.289,21.11,668.0,0.000118,21.092,-0.53,21.092,-1.43,8.677999999999999,,0.145,84.12,183.62,,0.07200000000000001,500.0
70.7524,-137.8941,1514.0,3.02,1511.84,5.0,-0.535,88.65,0.03,26.278,21.11,669.0,-2.24e-05,21.083,-0.535,21.083,-1.43,8.693,,0.121,69.851,183.62,,0.07200000000000001,500.0
70.7524,-137.8941,1514.0,3.02,1511.84,6.0,-0.54,88.72,0.03,26.283,21.12,669.0,0.000371,21.087,-0.54,21.087,-1.43,8.715,,0.83,61.239,183.62,,0.071,500.0
70.7524,-137.8941,1514.0,3.02,1511.84,7.0,-0.519,88.74,0.03,26.374,21.19,662.0,0.000455,21.16,-0.519,21.16,-1.44,8.713,,0.385,54.42,183.62,,0.071,500.0
70.7524,-137.8941,1514.0,3.02,1511.84,8.0,-0.513,88.72,0.04,26.401,21.22,659.0,0.000162,21.182,-0.513,21.182,-1.44,8.708,,0.5589999999999999,48.832,183.62,,0.07200000000000001,500.0
70.7524,-137.8941,1514.0,3.02,1511.84,9.0,-0.51,88.73,0.04,26.416,21.24,658.0,0.000417,21.194000000000006,-0.51,21.194000000000006,-1.44,8.726,,1.243,44.093,183.62,,0.07,500.0
70.7524,-137.8941,1514.0,3.02,1511.84,10.0,-0.4970000000000001,88.72,0.04,26.509,21.32,651.0,0.00128,21.269,-0.4970000000000001,21.269,-1.45,8.742,,1.622,40.385,183.62,,0.071,500.0
70.7524,-137.8941,1514.0,3.02,1511.84,11.0,-0.452,88.66,0.06,26.747,21.51,633.0,0.0016600000000000002,21.46,-0.452,21.46,-1.46,8.752,,1.444,37.32,183.62,,0.07200000000000001,500.0
70.7524,-137.8941,1514.0,3.02,1511.84,12.0,-0.475,88.62,0.05,26.938,21.67,618.0,0.00134,21.615,-0.475,21.615,-1.48,8.776,,0.988,34.692,183.62,,0.071,500.0
70.7524,-137.8941,1514.0,3.02,1511.84,13.0,-0.4920000000000001,88.63,0.06,27.091,21.8,606.0,0.000962,21.739,-0.4920000000000001,21.739,-1.48,8.856,,0.338,32.314,183.692,,0.071,500.0
70.7524,-137.8941,1514.0,3.02,1511.84,14.0,-0.524,88.69,0.05,27.185,21.88,599.0,0.000604,21.815,-0.524,21.815,-1.49,8.868,,0.114,30.161,183.62,,0.071,500.0
70.7524,-137.8941,1514.0,3.02,1511.84,15.0,-0.488,88.71,0.05,27.247,21.94,594.0,0.000929,21.864,-0.488,21.864,-1.49,8.877,,1.127,28.289,183.919,,0.07200000000000001,500.0
70.7524,-137.8941,1514.0,3.02,1511.84,16.0,-0.385,88.77,0.04,27.429,22.09,580.0,0.00184,22.009,-0.385,22.009,-1.51,8.879,,0.62,26.542,184.549,,0.071,500.0
70.7524,-137.8941,1514.0,3.02,1511.84,17.0,-0.217,88.72,0.04,27.732,22.33,557.0,0.00189,22.249,-0.217,22.249,-1.52,8.815,,-0.35,24.942,185.635,,0.071,500.0
70.7524,-137.8941,1514.0,3.02,1511.84,18.0,-0.338,88.71,0.04,27.919,22.49,542.0,0.00153,22.403,-0.338,22.403,-1.53,8.916,,0.452,23.544,185.49400000000003,,0.07200000000000001,500.0
70.7524,-137.8941,1514.0,3.02,1511.84,19.0,-0.384,88.77,0.05,28.122,22.66,527.0,0.00152,22.569000000000006,-0.384,22.569000000000006,-1.55,9.003,,1.061,22.232,185.71,,0.07200000000000001,500.0
70.7524,-137.8941,1514.0,3.02,1511.84,20.0,-0.5770000000000001,88.8,0.06,28.304,22.82,512.0,0.00171,22.72,-0.5770000000000001,22.72,-1.56,9.114,,1.305,21.098000000000006,185.71,,0.07200000000000001,500.0
70.7524,-137.8941,1514.0,3.02,1511.84,21.0,-0.643,88.76,0.04,28.556,23.03,492.0,0.0016300000000000002,22.926,-0.643,22.926,-1.57,9.161,,1.288,20.062,185.71,,0.07200000000000001,500.0
70.7524,-137.8941,1514.0,3.02,1511.84,22.0,-0.647,88.74,0.04,28.723000000000006,23.17,479.0,0.00109,23.061,-0.647,23.061,-1.58,9.172,,0.292,19.07,185.71,,0.073,500.0
